78,180
811,886
442,529
133,362
206,858
455,497
551,742
468,809
258,343
230,874
279,343
156,724
507,961
136,220
101,439
716,864
185,687
111,263
400,883
212,842
219,650
731,949
12,270
515,919
204,879
488,712
70,137
562,594
86,382
159,459
258,279
315,998
929,935
29,345
344,418
230,922
694,924
13,418
524,732
21,340
202,418
735,736
86,684
278,693
9,793
14,383
16,809
872,951
233,729
225,734
330,506
253,557
326,949
395,503
286,834
11,964
431,836
149,285
11,151
683,786
382,684
214,536
225,352
418,451
865,899
234,381
281,676
31,79
202,344
380,389
10,214
633,882
596,806
609,728
145,480
365,660
874,922
791,916
573,868
182,310
576,605
200,659
69,567
43,974
516,623
852,896
80,937
13,344
344,451
825,893
140,760
180,909
172,826
322,817
783,956
793,935
329,332
470,625
47,559
549,866
382,891
158,193
563,938
84,470
12,416
10,536
260,778
422,806
422,492
722,995
38,627
186,414
44,385
631,742
174,397
408,923
141,803
158,906
722,884
217,916
860,987
241,814
19,533
78,909
591,988
33,185
380,823
422,596
578,889
49,627
210,904
143,480
292,590
308,833
705,853
45,689
151,980
27,714
66,446
326,731
320,877
460,554
276,617
311,539
420,576
38,49
315,849
35,868
16,468
364,690
448,495
364,926
754,917
88,128
430,618
253,324
552,635
785,978
444,892
273,457
635,814
389,993
135,261
13,202
502,829
89,318
280,340
372,933
437,831
158,759
53,417
21,280
464,569
23,968
237,688
151,964
616,661
299,800
470,813
328,541
227,503
313,322
386,887
179,941
71,795
29,327
490,733
197,313
849,998
409,972
22,572
115,117
283,556
33,687
128,460
759,906
415,857
130,165
273,921
205,651
541,592
67,447
59,368
216,652
772,834
319,976
531,827
215,924
551,631
191,369
703,844
667,726
203,305
71,702
570,584
133,648
168,718
352,734
25,433
454,810
475,519
380,997
13,451
641,828
690,976
264,471
885,927
170,517
523,777
528,580
393,508
139,278
533,755
97,378
252,753
63,711
327,345
793,929
132,709
221,707
575,681
240,364
706,986
74,983
459,804
83,157
176,758
15,530
284,312
77,132
964,980
461,691
126,695
295,502
57,208
927,965
151,456
93,241
566,790
427,930
88,460
188,282
46,153
107,801
612,753
202,451
86,891
153,490
174,905
311,675
118,736
456,986
404,863
969,984
94,259
264,621
371,671
468,681
414,578
476,489
240,976
42,378
379,391
362,648
160,943
62,940
586,642
503,669
11,980
474,554
99,798
351,837
361,805
78,84
162,574
7,262
594,699
373,531
218,252
216,607
73,306
13,548
210,462
215,694
820,991
64,261
1,893
199,889
724,757
543,843
328,987
59,353
557,701
149,606
408,754
402,727
93,814
288,610
296,752
222,633
17,997
603,762
30,910
287,475
314,747
620,739
100,491
347,782
39,326
493,970
102,535
40,236
865,903
271,317
425,745
456,980
34,730
364,976
35,573
485,497
202,529
26,583
415,814
81,231
84,180
350,744
361,638
159,804
111,425
366,829
540,819
416,513
184,564
92,948
918,979
335,453
738,818
823,997
492,806
498,938
918,945
901,985
153,733
193,906
147,741
231,331
460,474
473,881
157,785
392,478
199,578
330,379
355,716
203,832
747,795
227,395
224,861
888,957
487,525
253,745
76,223
10,604
548,893
522,921
885,965
184,828
143,145
199,645
613,931
207,833
202,442
176,892
118,735
596,796
347,878
434,634
597,604
187,401
122,819
84,909
892,936
536,604
9,935
33,124
427,824
482,535
754,841
275,839
942,988
270,416
525,852
228,340
226,812
71,747
633,640
389,823
139,693
464,760
561,686
884,995
352,421
457,921
636,643
472,996
563,819
456,706
435,608
545,861
775,959
393,767
356,718
362,419
648,787
122,540
514,989
263,425
684,891
66,984
295,323
74,494
163,962
258,505
356,542
7,335
84,813
3,619
163,367
102,171
435,887
634,729
270,438
180,625
157,978
24,593
447,491
526,986
122,131
71,912
195,724
334,370
468,575
782,878
721,826
219,759
380,993
58,871
386,435
745,787
26,818
326,732
145,725
557,745
897,904
28,413
403,832
59,581
166,726
373,652
440,453
209,694
78,625
54,256
150,801
14,248
84,625
93,835
121,213
114,459
125,469
19,755
754,855
235,325
156,195
69,124
409,942
403,735
527,802
133,419
558,973
444,936
151,802
114,159
436,623
418,529
780,956
290,619
350,473
85,890
578,645
51,732
67,491
562,609
324,557
8,82
12,438
414,645
725,731
56,851
370,528
436,590
743,851
395,669
176,444
418,442
824,930
253,701
136,463
396,585
182,498
313,817
420,605
224,545
253,853
520,572
521,602
485,549
461,863
285,606
4,611
91,589
556,682
3,305
680,926
103,823
375,968
171,702
450,996
326,974
29,496
359,583
298,300
241,835
378,446
625,909
430,713
201,771
80,629
366,686
812,994
92,674
422,610
598,856
726,869
724,835
210,496
217,791
354,419
243,586
300,942
216,373
781,861
110,721
31,201
534,626
615,675
345,496
681,809
238,468
162,800
324,853
455,485
972,981
90,156
272,626
514,856
899,903
326,524
130,488
571,920
119,695
325,667
404,461
126,873
78,470
337,416
90,232
178,511
209,924
310,938
788,932
399,977
525,896
327,453
28,544
9,110
747,785
568,781
255,886
242,544
586,708
486,535
65,435
103,997
470,909
110,793
229,825
526,980
130,712
9,929
509,989
711,902
420,720
315,688
412,747
899,930
942,972
96,639
125,150
138,743
73,758
305,832
539,675
240,625
1,825
557,853
757,835
180,470
575,809
463,681
220,437
980,986
32,715
55,670
237,315
240,926
685,772
162,891
596,629
494,821
573,967
546,924
648,850
103,380
143,524
337,815
279,505
272,534
568,861
614,685
14,834
715,880
427,646
700,809
11,456
796,806
820,869
294,361
537,690
220,463
394,410
411,504
461,858
140,464
367,962
798,914
467,737
123,212
218,753
339,588
66,969
286,772
372,385
295,829
7,327
77,92
869,977
222,640
96,929
280,898
97,446
238,681
168,296
552,814
156,757
524,949
0,41
241,635
207,308
355,864
520,657
3,112
229,505
237,849
223,474
185,704
206,461
30,545
622,779
476,894
443,843
441,737
101,888
117,774
492,596
249,657
300,852
272,580
725,949
120,816
501,581
450,822
365,500
522,928
177,723
696,921
255,811
754,923
366,911
441,600
563,662
201,952
176,281
236,870
373,607
216,892
42,97
429,833
208,830
33,694
604,743
102,912
768,836
483,752
942,981
206,404
411,901
48,103
38,172
30,224
451,529
338,645
128,474
406,727
663,730
800,891
77,709
90,840
258,825
294,725
16,700
463,468
209,546
220,462
22,520
245,793
139,154
271,553
39,974
240,690
418,548
161,915
119,702
62,555
17,978
379,894
368,757
174,248
220,831
265,374
624,917
449,509
596,610
341,573
115,932
80,796
545,568
442,451
81,331
324,745
115,384
280,668
671,707
527,748
364,537
226,516
29,440
6,733
702,912
177,913
65,607
284,496
32,120
342,574
60,564
365,708
646,930
426,443
296,483
20,776
77,456
172,721
732,949
167,620
505,771
584,624
676,766
432,637
88,639
522,696
500,660
822,996
268,922
5,992
874,907
364,680
0,51
75,747
232,644
562,699
343,505
620,749
532,692
68,155
607,741
526,527
44,789
819,938
245,929
360,566
403,736
868,967
879,948
106,761
186,645
480,725
319,690
467,469
310,498
19,537
617,939
156,835
630,907
124,567
334,746
166,255
29,453
368,534
123,842
57,359
214,642
216,741
182,938
193,759
416,438
169,413
219,560
427,729
374,426
594,609
267,647
314,785
121,422
197,322
475,600
332,658
561,719
653,943
480,731
574,791
841,917
133,787
841,923
214,484
376,719
435,444
287,441
760,784
625,813
626,714
650,920
385,789
245,935
556,951
308,375
404,858
189,328
435,936
113,983
437,462
95,882
682,951
89,606
116,674
597,989
340,898
59,534
373,827
165,781
676,700
855,917
268,874
383,834
223,569
205,254
1,343
406,430
497,549
137,358
219,936
344,529
761,900
193,504
328,704
229,771
457,696
439,888
579,693
226,292
214,604
238,809
45,377
383,772
487,896
38,721
148,663
11,802
245,721
343,698
507,981
1,258
64,999
121,806
463,809
408,841
731,974
75,938
43,370
24,724
215,546
425,787
389,997
156,232
412,978
267,748
54,817
249,963
403,960
273,522
233,427
218,612
140,784
638,805
266,750
197,953
128,554
398,906
362,787
151,986
3,832
147,970
560,650
194,244
163,167
417,662
144,269
196,217
197,817
446,984
231,243
317,641
431,788
802,964
524,739
167,367
75,563
349,507
520,916
496,904
44,358
520,791
227,875
86,162
562,728
119,171
126,654
148,200
788,836
279,698
628,783
222,882
760,778
316,775
439,957
640,882
164,302
347,808
359,953
412,795
346,616
678,868
254,336
409,988
24,156
229,701
52,513
335,440
515,888
383,807
677,881
741,887
854,919
491,639
385,933
386,444
476,925
344,442
480,524
202,548
224,769
247,711
872,985
667,869
824,899
147,373
194,567
739,857
584,917
438,513
108,973
493,622
480,949
650,759
524,731
411,985
148,730
629,806
624,862
217,520
17,499
314,412
669,975
387,963
328,592
39,949
104,261
945,979
455,549
274,770
241,415
22,755
599,646
210,897
405,731
128,639
244,707
478,751
634,955
117,235
412,993
16,463
248,834
262,740
951,985
922,927
91,576
591,976
547,588
190,894
690,926
714,844
462,831
644,920
163,958
206,691
771,952
240,319
661,874
702,795
341,967
248,397
248,383
379,506
978,993
468,700
365,934
112,321
571,644
696,734
600,737
371,673
108,423
534,714
36,106
227,669
630,770
337,513
150,191
91,605
136,831
646,870
374,588
221,751
343,825
513,622
443,588
591,677
546,694
400,845
196,636
136,437
141,727
46,490
443,543
7,29
150,333
328,860
151,526
406,713
434,632
826,866
247,990
51,524
148,781
353,368
300,896
747,978
42,446
703,714
701,853
84,99
382,822
244,704
244,541
357,474
246,558
517,950
213,492
323,484
140,569
90,724
399,845
207,429
664,848
186,578
155,941
424,467
415,635
150,369
12,513
560,571
629,937
194,786
168,792
427,899
21,228
13,893
623,845
855,923
94,396
65,741
775,982
405,974
184,641
457,522
142,356
290,403
427,599
487,852
624,754
305,619
223,554
462,496
298,852
739,749
683,967
374,602
103,838
553,808
41,465
334,950
107,150
48,750
175,348
135,267
230,268
295,484
548,825
949,974
21,898
71,171
77,674
198,403
214,586
7,453
225,696
339,658
78,299
10,642
485,866
228,280
691,858
14,286
437,914
629,796
31,771
84,299
344,548
547,560
349,961
489,894
245,670
509,598
14,772
554,770
101,957
93,635
464,778
215,687
482,486
39,732
233,634
93,415
112,619
436,845
390,490
296,718
406,618
720,822
17,380
645,889
146,756
306,700
240,470
96,935
533,537
341,750
547,710
306,676
37,897
161,291
294,805
179,287
128,223
194,803
72,624
856,989
3,203
665,903
362,701
53,320
128,901
249,895
354,893
687,694
537,920
421,921
269,511
23,118
651,977
306,758
99,470
351,587
141,643
523,641
509,856
87,106
396,467
180,846
845,883
481,871
460,770
646,899
650,936
171,695
24,90
330,391
404,691
519,600
82,242
54,421
484,634
338,458
43,405
149,738
397,905
492,610
108,558
225,421
134,979
603,768
252,612
587,898
276,939
196,309
303,399
594,728
250,929
11,77
24,93
52,622
287,600
688,849
272,528
770,907
426,588
43,528
114,728
165,568
121,629
235,603
392,803
709,980
189,987
392,786
4,599
456,964
587,837
13,529
119,126
13,442
463,575
367,480
191,685
735,832
304,381
822,891
597,743
471,621
20,455
526,708
434,955
230,907
444,758
713,727
162,382
677,988
959,982
23,308
176,676
157,993
824,895
414,889
373,741
289,952
16,678
145,731
78,846
35,678
514,706
841,855
74,138
179,441
96,250
531,607
574,916
110,245
129,940
76,901
508,561
313,953
27,626
204,989
0,943
37,437
268,639
262,335
90,183
92,595
478,786
557,787
37,462
76,659
711,990
515,854
106,316
142,837
55,245
257,590
24,195
290,305
731,732
692,957
82,544
193,411
238,902
159,482
572,755
70,358
641,777
145,367
317,777
31,832
498,563
354,825
230,927
484,536
136,462
677,976
465,969
125,293
79,832
186,582
44,169
180,299
795,912
71,412
354,548
54,921
33,215
575,700
329,658
20,200
382,387
281,758
33,924
222,525
229,258
46,733
118,429
256,583
16,681
687,704
23,375
248,905
39,653
138,593
652,741
166,667
287,519
11,709
195,757
354,701
157,314
93,552
171,540
49,721
541,987
83,978
369,685
489,911
493,779
143,316
180,582
124,194
254,869
395,410
84,798
78,798
569,760
718,971
96,100
676,758
865,930
230,661
78,582
431,746
145,949
33,704
183,195
222,896
466,890
253,425
319,881
251,934
6,153
141,209
408,855
266,341
537,926
88,554
99,813
268,491
504,722
746,950
41,855
198,832
103,389
237,998
926,976
780,783
591,680
185,694
288,422
121,596
462,904
790,877
456,526
394,975
43,170
611,646
115,788
86,387
680,690
39,731
888,946
289,771
24,840
14,440
653,974
275,765
189,342
171,795
21,178
74,851
576,720
368,581
436,516
162,541
607,652
765,859
687,924
190,506
254,651
528,749
321,619
147,652
779,970
413,544
317,553
319,677
125,369
536,586
726,820
309,916
370,580
322,953
678,809
624,841
53,877
27,844
146,181
16,575
113,851
261,267
237,282
121,492
384,932
435,741
688,998
154,483
104,135
64,135
642,708
253,787
243,611
608,936
0,160
4,646
356,587
65,887
857,943
198,305
94,577
493,513
66,378
136,575
226,623
283,682
171,912
335,807
105,871
618,958
283,507
550,677
525,569
531,637
422,629
216,444
223,460
248,448
128,985
508,686
133,701
79,771
412,785
902,990
125,801
209,643
335,383
79,201
450,472
258,893
410,975
732,739
102,482
178,273
907,922
279,825
462,463
165,712
90,195
38,826
244,786
327,335
758,892
258,698
542,718
71,75
119,912
131,228
65,906
117,384
209,803
68,125
369,469
802,980
684,808
74,195
64,331
330,894
116,856
232,724
33,69
500,708
67,661
750,801
51,943
77,151
213,422
308,429
304,452
208,562
590,623
83,785
217,309
652,758
408,917
4,593
220,575
143,732
560,892
339,374
520,755
48,823
9,245
498,654
422,796
628,956
353,581
105,612
29,335
122,228
508,767
412,912
441,941
660,708
610,806
74,113
343,390
1,279
116,190
10,597
196,643
908,964
374,521
131,819
570,917
47,909
199,414
169,385
526,802
88,474
400,516
597,821
197,528
297,409
23,207
223,901
20,497
352,696
292,436
75,795
541,704
96,268
703,773
772,807
411,722
961,981
77,948
379,476
142,873
456,948
2,555
291,915
54,273
700,766
774,848
180,798
278,579
124,185
709,964
47,281
400,623
409,981
39,570
95,377
386,741
435,892
241,552
204,948
279,390
814,835
340,587
401,595
350,881
342,916
72,862
27,703
224,910
319,364
286,383
106,565
148,659
540,563
37,831
264,406
154,752
721,793
71,102
515,946
288,492
358,385
763,944
2,983
397,764
813,963
424,737
391,894
198,203
25,370
696,928
625,846
345,440
332,751
326,570
347,363
132,674
143,739
20,659
646,729
219,920
282,946
540,795
283,981
756,765
667,820
888,919
345,453
25,170
387,791
684,822
114,804
1,548
10,586
37,210
607,892
701,787
216,531
2,581
670,901
7,345
33,567
470,798
14,335
324,425
17,103
465,855
851,983
535,912
61,243
140,487
618,713
305,403
478,574
244,683
24,835
451,548
194,704
47,319
993,997
570,949
411,995
23,429
421,433
589,930
542,971
732,974
671,673
114,838
22,217
294,570
229,853
366,502
341,868
685,834
371,683
536,642
371,567
580,653
228,837
611,729
221,582
28,880
43,653
162,684
118,291
307,530
559,560
16,238
591,942
81,865
49,110
99,450
358,789
387,657
282,849
879,989
363,553
559,920
814,857
526,964
560,920
823,993
71,314
364,591
124,694
143,367
126,171
415,739
67,100
535,763
97,984
254,348
592,800
232,773
363,782
417,941
141,713
310,563
102,795
459,728
691,863
77,980
463,831
254,977
174,448
288,512
102,702
43,326
570,731
841,969
850,968
65,759
502,913
33,194
63,902
39,746
891,963
5,406
36,87
327,440
329,751
244,371
48,997
158,219
678,700
878,987
140,778
281,559
498,819
175,358
226,994
384,595
165,488
87,316
176,559
832,960
13,825
329,683
299,582
298,550
625,798
560,936
324,705
277,488
75,498
735,960
564,828
326,725
540,702
575,766
240,813
308,968
23,111
729,955
213,655
449,598
677,690
386,608
194,392
583,818
204,597
429,736
524,974
243,536
76,670
274,907
226,590
264,727
695,873
281,766
189,782
598,989
207,375
228,873
557,705
217,574
39,43
73,448
168,356
383,440
130,779
343,893
465,746
588,827
314,978
341,601
857,959
260,464
671,967
174,764
654,873
369,614
51,959
239,479
40,104
110,935
504,703
323,502
467,585
12,337
591,881
213,806
325,886
505,825
681,990
661,907
292,516
107,125
14,807
727,803
6,490
570,624
565,761
86,791
143,949
136,846
229,893
483,792
870,959
130,937
758,766
127,675
66,97
273,696
981,988
454,703
220,846
817,953
304,717
599,870
559,936
194,683
431,768
30,861
185,215
293,469
88,985
363,479
10,706
515,957
185,924
881,988
414,582
663,781
327,496
506,894
250,268
172,375
361,570
421,734
585,737
232,840
542,587
5,471
608,887
248,772
360,790
962,971
799,904
88,907
296,697
857,982
679,796
147,493
881,976
209,215
456,802
256,359
701,745
326,480
657,963
170,313
271,777
135,647
244,328
86,574
247,740
591,690
130,781
416,493
592,707
454,844
397,834
176,216
430,636
270,513
652,827
39,917
526,586
580,749
178,351
138,851
204,449
281,306
583,668
419,701
468,678
556,872
235,774
5,264
387,891
539,979
277,712
599,840
680,871
494,983
57,668
354,362
324,649
190,489
797,900
657,755
191,614
80,596
10,484
81,243
244,478
370,653
238,575
36,900
390,733
597,879
248,286
145,524
253,705
531,652
7,284
223,464
256,817
236,797
318,606
621,804
419,876
115,664
299,909
652,892
20,148
318,705
509,686
582,707
64,267
171,535
63,966
659,776
189,924
151,527
122,498
124,687
405,949
702,747
176,936
143,731
813,909
142,697
81,899
514,597
320,438
384,848
81,646
102,119
40,870
93,160
226,257
710,773
368,555
50,679
74,743
736,832
972,988
162,592
550,608
292,623
39,524
73,495
177,502
53,941
32,820
333,341
306,766
423,973
160,593
514,948
662,938
110,129
80,679
560,658
100,639
127,311
75,785
159,535
147,216
17,699
85,617
147,905
567,656
233,955
559,892
799,897
59,757
3,960
482,763
58,218
454,504
79,203
345,904
21,587
625,976
217,342
824,865
176,658
460,639
514,598
43,517
162,791
294,731
136,809
21,511
46,551
342,791
88,872
20,76
157,412
577,585
444,741
446,969
324,701
500,934
845,933
131,498
16,136
84,800
69,194
61,611
31,952
581,983
370,974
87,666
95,633
83,993
552,755
170,370
257,292
99,625
142,695
57,562
168,428
686,719
210,799
325,811
151,706
2,113
428,718
747,912
155,737
569,852
611,634
690,920
571,650
210,437
796,937
35,150
426,843
449,989
869,991
829,911
456,709
371,707
195,555
144,280
172,627
133,850
729,824
312,355
87,145
371,967
252,895
298,569
136,468
108,246
352,921
222,630
172,866
480,732
222,852
516,590
281,700
682,872
364,625
104,797
50,622
528,653
552,840
27,543
402,803
946,957
11,986
181,756
55,76
357,639
294,638
795,978
75,314
70,789
243,527
86,808
3,290
265,521
706,980
35,191
65,608
331,999
198,736
549,826
100,268
134,918
529,717
151,709
555,983
423,558
299,891
192,858
874,927
608,784
229,343
842,954
111,745
132,187
978,997
442,717
540,938
599,930
263,745
100,447
782,808
419,545
117,848
73,176
319,625
216,827
63,458
51,857
4,840
14,453
96,491
459,482
219,906
366,561
293,467
679,937
321,717
143,620
257,436
428,971
75,662
238,990
205,977
32,991
229,279
478,683
36,761
7,496
58,680
41,51
372,789
284,990
21,144
653,732
275,859
36,316
136,681
660,934
354,876
19,249
339,827
69,656
23,833
76,200
312,496
554,569
588,843
117,603
908,980
476,911
686,911
44,372
92,132
380,978
799,846
416,815
244,592
243,708
140,525
1,225
199,472
178,340
552,572
284,462
11,526
768,788
295,913
655,876
311,768
309,342
764,905
309,317
251,500
292,638
824,903
99,914
278,423
78,813
566,919
218,871
432,543
57,609
3,403
102,159
141,402
534,757
24,138
371,704
88,770
643,992
284,345
98,918
623,883
142,587
311,615
813,926
785,795
258,390
212,564
568,679
609,898
552,599
181,558
251,660
338,414
329,786
465,917
43,731
259,614
389,838
206,863
81,236
220,681
86,822
441,475
38,110
567,704
382,800
193,454
71,540
798,846
326,405
425,557
704,987
729,899
58,481
409,473
163,618
198,290
759,936
671,683
40,775
17,823
31,203
240,537
17,785
846,914
157,747
65,398
181,264
699,795
410,669
221,332
190,330
285,738
582,909
229,354
45,346
516,812
534,580
17,993
390,698
527,964
489,925
232,835
640,896
307,866
573,750
93,593
160,501
662,941
462,681
216,758
860,878
283,961
439,946
643,803
516,883
434,903
23,425
210,220
333,601
810,861
656,673
170,405
176,652
300,972
403,619
248,764
257,510
683,707
698,734
458,902
526,706
325,726
238,807
93,724
415,552
25,517
356,697
188,867
807,834
657,930
75,540
858,863
489,514
221,671
919,957
26,738
543,547
188,237
870,982
395,875
38,375
730,781
347,553
173,476
547,571
221,683
214,243
362,850
367,618
46,742
501,653
644,840
180,813
536,597
353,534
710,843
314,795
344,893
244,671
444,887
286,397
233,824
151,948
300,409
384,664
359,668
292,805
168,483
659,670
221,244
189,694
985,995
506,925
340,837
